Timestamp,Speed,SOC,Pack_Voltage,Pack_Current,Motor_Temp,Controller_Temp
1762212851.08,50.68,94.20,54.52,7.37,31.0,64.6
1762212851.61,53.89,94.69,54.57,13.74,32.0,64.8
1762212852.14,56.82,94.95,54.59,23.03,33.3,65.0
1762212852.67,59.24,94.99,54.60,33.53,35.0,65.0
1762212853.20,60.99,94.80,54.58,43.39,36.9,64.9
1762212853.73,61.96,94.39,54.54,50.90,39.0,64.7
1762212854.26,62.08,93.76,54.47,54.69,41.2,64.4
1762212854.79,61.32,92.92,54.38,54.11,43.6,64.0
1762212855.32,59.77,91.89,54.27,49.29,45.9,63.4
1762212855.85,57.50,90.66,54.14,41.01,48.3,62.8
1762212856.38,54.71,89.26,54.00,30.84,50.6,62.1
1762212856.91,51.54,87.69,53.83,20.45,52.7,61.3
1762212857.44,48.26,85.99,53.65,11.80,54.6,60.5
1762212857.97,45.08,84.16,53.46,6.37,56.3,59.6
1762212858.50,42.22,82.22,53.26,5.11,57.8,58.6
1762212859.03,39.89,80.21,53.05,8.26,58.8,57.6
1762212859.56,38.24,78.15,52.83,15.24,59.6,56.6
1762212860.09,37.39,76.04,52.61,24.83,60.0,55.5
1762212860.61,37.39,73.93,52.39,35.29,60.0,54.5
1762212861.14,38.25,71.84,52.17,44.84,59.6,53.4
1762212861.67,39.91,69.77,51.95,51.80,58.8,52.4
1762212862.20,42.24,67.76,51.74,54.90,57.7,51.4
1762212862.73,45.10,65.83,51.54,53.62,56.3,50.4
1762212863.26,48.28,64.00,51.35,48.15,54.6,49.5
1762212863.79,51.57,62.29,51.17,39.45,52.7,48.6
1762212864.31,54.71,60.74,51.00,29.16,50.6,47.9
1762212864.84,57.50,59.34,50.86,18.98,48.3,47.2
1762212865.37,59.76,58.12,50.73,10.75,45.9,46.6
1762212865.90,61.33,57.07,50.62,5.88,43.6,46.0
1762212866.43,62.08,56.24,50.53,5.31,41.2,45.6
1762212866.96,61.96,55.61,50.46,9.12,39.0,45.3
1762212867.50,60.99,55.20,50.42,16.66,36.9,45.1
1762212868.03,59.23,55.01,50.40,26.53,35.0,45.0
1762212868.55,56.81,55.05,50.41,37.01,33.3,45.0
1762212869.09,53.88,55.31,50.43,46.28,32.0,45.2
1762212869.59,50.86,55.76,50.48,52.38,31.0,45.4
1762212870.12,47.58,56.45,50.55,54.98,30.3,45.7
1762212870.65,44.45,57.34,50.65,53.17,30.0,46.2
1762212871.18,41.68,58.44,50.76,47.25,30.1,46.7
1762212871.68,39.59,59.64,50.89,38.85,30.5,47.3
1762212872.21,38.05,61.08,51.04,28.41,31.3,48.0
1762212872.74,37.33,62.69,51.21,18.24,32.4,48.8
1762212873.28,37.48,64.44,51.39,10.16,33.9,49.7
1762212873.78,38.42,66.19,51.58,5.79,35.5,50.6
1762212874.31,40.18,68.15,51.78,5.37,37.5,51.6
1762212874.85,42.62,70.19,51.99,9.36,39.7,52.6
1762212875.35,45.37,72.15,52.20,16.49,41.8,53.6
1762212875.85,48.40,74.15,52.41,25.78,44.0,54.6
1762212876.38,51.70,76.28,52.63,36.35,46.4,55.6
1762212876.88,54.67,78.27,52.84,45.27,48.7,56.6
1762212877.42,57.50,80.36,53.06,52.10,50.9,57.7
1762212877.92,59.66,82.26,53.26,54.91,52.9,58.6
1762212878.42,61.20,84.09,53.45,53.75,54.8,59.5
1762212878.93,62.02,85.85,53.64,48.74,56.4,60.4
1762212879.43,62.06,87.48,53.81,40.81,57.7,61.2
1762212879.93,61.32,88.99,53.97,31.10,58.8,62.0
1762212880.43,59.84,90.35,54.11,21.21,59.5,62.7
