Timestamp,Speed,SOC,Pack_Voltage,Pack_Current,Motor_Temp,Controller_Temp
1761959640.91,61.19,94.75,54.57,44.72,37.2,64.9
1761959641.44,62.04,94.31,54.53,51.76,39.3,64.7
1761959641.95,62.04,93.69,54.46,54.83,41.4,64.3
1761959642.48,61.20,92.82,54.37,53.79,43.8,63.9
1761959643.01,59.56,91.77,54.26,48.53,46.2,63.4
1761959643.54,57.22,90.52,54.13,39.97,48.5,62.8
1761959644.07,54.36,89.09,53.98,29.62,50.8,62.0
1761959644.60,51.17,87.51,53.81,19.36,52.9,61.3
1761959645.13,47.90,85.79,53.63,11.01,54.8,60.4
1761959645.66,44.74,83.94,53.44,6.00,56.5,59.5
1761959646.19,41.93,82.00,53.24,5.24,57.9,58.5
1761959646.72,39.66,79.98,53.02,8.88,58.9,57.5
1761959647.25,38.10,77.91,52.81,16.22,59.6,56.5
1761959647.78,37.34,75.79,52.58,26.07,60.0,55.4
1761959648.31,37.45,73.68,52.36,36.53,59.9,54.3
1761959648.84,38.42,71.57,52.14,45.89,59.5,53.3
1761959649.37,40.17,69.51,51.92,52.42,58.7,52.3
1761959649.90,42.59,67.50,51.71,54.99,57.6,51.3
1761959650.43,45.51,65.58,51.51,53.11,56.1,50.3
1761959650.96,48.73,63.76,51.32,47.12,54.4,49.4
1761959651.46,51.80,62.18,51.15,38.76,52.5,48.6
1761959651.99,54.92,60.63,50.99,28.40,50.4,47.8
1761959652.52,57.69,59.24,50.85,18.30,48.1,47.1
1761959653.04,59.91,58.03,50.72,10.25,45.8,46.5
1761959653.57,61.41,57.01,50.61,5.70,43.4,46.0
1761959654.10,62.10,56.19,50.52,5.43,41.1,45.6
1761959654.63,61.93,55.57,50.46,9.50,38.8,45.3
1761959655.16,60.91,55.18,50.42,17.17,36.7,45.1
1761959655.69,59.11,55.01,50.40,27.13,34.9,45.0
1761959656.22,56.65,55.06,50.41,37.59,33.2,45.0
1761959656.72,53.88,55.31,50.43,46.27,32.0,45.2
1761959657.24,50.68,55.79,50.48,52.63,31.0,45.4
1761959657.78,47.39,56.50,50.56,55.00,30.3,45.7
1761959658.31,44.28,57.40,50.65,52.93,30.0,46.2
1761959658.84,41.54,58.51,50.77,46.81,30.1,46.8
1761959659.37,39.38,59.79,50.90,37.73,30.6,47.4
1761959659.90,37.93,61.26,51.06,27.23,31.4,48.1
1761959660.43,37.30,62.87,51.23,17.25,32.6,48.9
1761959660.96,37.55,64.62,51.41,9.52,34.1,49.8
1761959661.49,38.65,66.50,51.61,5.43,35.8,50.7
1761959661.99,40.40,68.35,51.80,5.58,37.7,51.7
1761959662.52,42.87,70.38,52.01,9.92,39.9,52.7
1761959663.05,45.81,72.46,52.23,17.79,42.1,53.7
1761959663.58,49.04,74.57,52.45,27.83,44.5,54.8
1761959664.10,52.29,76.67,52.68,38.21,46.9,55.8
1761959664.63,55.38,78.77,52.90,47.19,49.2,56.9
1761959665.16,58.08,80.82,53.11,53.13,51.4,57.9
1761959665.69,60.19,82.81,53.32,54.98,53.5,58.9
1761959666.22,61.57,84.72,53.52,52.41,55.3,59.9
1761959666.75,62.13,86.52,53.71,45.86,56.9,60.8
1761959667.28,61.81,88.18,53.88,36.50,58.2,61.6
1761959667.81,60.66,89.70,54.04,26.02,59.2,62.3
1761959668.34,58.75,91.04,54.18,16.27,59.8,63.0
1761959668.87,56.20,92.22,54.31,8.88,60.0,63.6
1761959669.40,53.21,93.19,54.41,5.25,59.8,64.1
1761959669.93,49.96,93.97,54.49,5.99,59.3,64.5
1761959670.46,46.69,94.54,54.55,10.99,58.4,64.8
1761959670.99,43.63,94.88,54.59,19.38,57.2,64.9
1761959671.52,41.00,95.00,54.60,29.63,55.7,65.0
1761959672.05,38.98,94.90,54.59,39.95,53.9,64.9
1761959672.58,37.71,94.57,54.55,48.50,51.8,64.8
1761959673.11,37.28,94.02,54.50,53.76,49.6,64.5
1761959673.64,37.71,93.26,54.42,54.85,47.3,64.1
1761959674.17,38.97,92.30,54.32,51.57,45.0,63.7
1761959674.70,40.99,91.14,54.19,44.43,42.6,63.1
1761959675.23,43.61,89.80,54.05,34.77,40.3,62.4
1761959675.76,46.67,88.30,53.90,24.24,38.1,61.6
1761959676.29,49.93,86.64,53.72,14.74,36.1,60.8
1761959676.82,53.17,84.86,53.53,7.95,34.3,59.9
1761959677.35,56.18,82.96,53.34,5.06,32.7,59.0
1761959677.88,58.73,80.98,53.13,6.57,31.5,58.0
1761959678.41,60.65,78.93,52.91,12.22,30.7,57.0
1761959678.94,61.81,76.83,52.69,21.03,30.1,55.9
1761959679.46,62.13,74.72,52.47,31.41,30.0,54.9
