Timestamp,Speed,SOC,Pack_Voltage,Pack_Current,Motor_Temp,Controller_Temp
1761957656.13,62.13,86.48,53.71,46.05,56.9,60.7
1761957656.65,61.84,88.12,53.88,36.89,58.2,61.6
1761957657.19,60.70,89.65,54.04,26.32,59.2,62.3
1761957657.69,58.92,90.94,54.17,16.96,59.7,63.0
1761957658.19,56.57,92.07,54.29,9.67,60.0,63.5
1761957658.69,53.79,93.03,54.39,5.61,59.9,64.0
1761957659.19,50.73,93.81,54.47,5.42,59.5,64.4
1761957659.69,47.64,94.39,54.54,9.12,58.7,64.7
1761957660.20,44.63,94.79,54.58,16.22,57.7,64.9
1761957660.71,41.96,94.98,54.60,25.55,56.3,65.0
1761957661.21,39.79,94.97,54.60,35.51,54.7,65.0
1761957661.71,38.24,94.76,54.57,44.63,52.9,64.9
1761957662.25,37.38,94.31,54.53,51.74,50.7,64.7
1761957662.78,37.40,93.65,54.46,54.89,48.4,64.3
1761957663.31,38.28,92.78,54.37,53.65,46.1,63.9
1761957663.84,39.95,91.72,54.26,48.22,43.7,63.4
1761957664.36,42.28,90.47,54.12,39.67,41.4,62.7
1761957664.88,45.12,89.06,53.98,29.41,39.1,62.0
1761957665.41,48.27,87.49,53.81,19.28,37.0,61.2
1761957665.93,51.49,85.81,53.63,11.09,35.2,60.4
1761957666.43,54.52,84.05,53.45,6.17,33.6,59.5
1761957666.96,57.35,82.11,53.25,5.17,32.2,58.6
1761957667.49,59.64,80.10,53.04,8.55,31.1,57.5
1761957668.01,61.22,78.08,52.82,15.49,30.4,56.5
1761957668.53,62.04,76.01,52.61,24.97,30.0,55.5
1761957669.04,62.03,73.96,52.39,35.15,30.0,54.5
1761957669.55,61.23,71.93,52.18,44.44,30.4,53.5
1761957670.06,59.67,69.93,51.97,51.38,31.1,52.5
1761957670.59,57.38,67.92,51.76,54.81,32.2,51.5
1761957671.12,54.56,65.98,51.55,53.87,33.5,50.5
1761957671.65,51.40,64.14,51.36,48.72,35.2,49.6
1761957672.17,48.13,62.43,51.18,40.28,37.1,48.7
1761957672.70,44.96,60.86,51.02,30.01,39.3,47.9
1761957673.23,42.13,59.45,50.87,19.76,41.5,47.2
1761957673.76,39.82,58.21,50.74,11.30,43.9,46.6
1761957674.29,38.19,57.15,50.63,6.13,46.2,46.1
1761957674.80,37.39,56.34,50.54,5.12,48.5,45.7
1761957675.31,37.38,55.70,50.47,8.18,50.7,45.3
1761957675.83,38.17,55.26,50.43,14.94,52.7,45.1
1761957676.35,39.74,55.03,50.40,24.23,54.6,45.0
1761957676.86,41.96,55.02,50.40,34.47,56.3,45.0
1761957677.38,44.72,55.22,50.42,44.03,57.7,45.1
1761957677.89,47.76,55.63,50.47,51.09,58.8,45.3
1761957678.41,51.03,56.26,50.53,54.74,59.5,45.6
1761957678.95,54.23,57.11,50.62,54.02,59.9,46.1
1761957679.46,57.00,58.11,50.73,49.30,60.0,46.6
1761957679.99,59.38,59.34,50.86,41.05,59.6,47.2
1761957680.51,61.08,60.73,51.00,30.89,58.9,47.9
1761957681.04,62.00,62.30,51.17,20.50,57.9,48.7
1761957681.57,62.06,63.99,51.34,11.88,56.5,49.5
1761957682.10,61.25,65.83,51.54,6.39,54.8,50.4
1761957682.63,59.64,67.76,51.74,5.10,52.9,51.4
1761957683.16,57.34,69.77,51.95,8.22,50.8,52.4
1761957683.69,54.51,71.84,52.17,15.18,48.5,53.4
1761957684.22,51.35,73.94,52.39,24.73,46.2,54.5
1761957684.75,48.05,76.07,52.61,35.30,43.8,55.5
1761957685.26,45.05,78.06,52.82,44.43,41.6,56.5
1761957685.79,42.15,80.17,53.04,51.65,39.3,57.6
1761957686.32,39.83,82.19,53.26,54.88,37.1,58.6
1761957686.85,38.20,84.13,53.46,53.69,35.2,59.6
1761957687.39,37.37,85.95,53.65,48.33,33.5,60.5
1761957687.91,37.41,87.67,53.83,39.68,32.1,61.3
1761957688.44,38.30,89.23,53.99,29.38,31.1,62.1
1761957688.97,39.99,90.63,54.14,19.17,30.4,62.8
1761957689.50,42.35,91.86,54.27,10.87,30.0,63.4
1761957690.03,45.24,92.91,54.38,5.94,30.1,64.0
1761957690.56,48.44,93.75,54.47,5.28,30.5,64.4
1761957691.10,51.74,94.39,54.54,9.04,31.3,64.7
1761957691.63,54.88,94.80,54.58,16.49,32.4,64.9
1761957692.16,57.66,94.99,54.60,26.38,33.8,65.0
1761957692.69,59.89,94.95,54.59,36.91,35.6,65.0
1761957693.22,61.40,94.69,54.57,46.17,37.5,64.8
