Timestamp,Speed,SOC,Pack_Voltage,Pack_Current,Motor_Temp,Controller_Temp
1761949630.55,43.17,59.97,50.92,23.61,40.6,47.5
1761949631.08,40.62,58.66,50.78,14.21,43.0,46.8
1761949631.61,38.72,57.53,50.67,7.64,45.3,46.3
1761949632.14,37.58,56.60,50.57,5.02,47.7,45.8
1761949632.67,37.29,55.87,50.49,6.82,50.0,45.4
1761949633.20,37.87,55.36,50.44,12.72,52.2,45.2
1761949633.73,39.28,55.07,50.41,21.72,54.2,45.0
1761949634.26,41.41,55.00,50.40,32.15,55.9,45.0
1761949634.79,44.14,55.16,50.42,42.26,57.4,45.1
1761949635.32,47.24,55.55,50.46,50.13,58.6,45.3
1761949635.82,50.33,56.11,50.52,54.32,59.4,45.6
1761949636.35,53.55,56.90,50.60,54.56,59.9,46.0
1761949636.85,56.35,57.84,50.70,50.80,60.0,46.4
1761949637.38,58.86,59.02,50.82,43.31,59.8,47.0
1761949637.91,60.74,60.38,50.97,33.41,59.1,47.7
1761949638.44,61.86,61.91,51.13,22.90,58.2,48.5
1761949638.97,62.12,63.58,51.30,13.68,56.9,49.3
1761949639.50,61.52,65.39,51.49,7.32,55.2,50.2
1761949640.03,60.09,67.29,51.69,5.00,53.4,51.1
1761949640.56,57.95,69.28,51.90,7.09,51.3,52.1
1761949641.06,55.39,71.22,52.10,12.78,49.2,53.1
1761949641.59,52.30,73.32,52.32,21.77,46.9,54.2
1761949642.11,49.03,75.44,52.55,32.17,44.5,55.2
1761949642.64,45.80,77.55,52.77,42.24,42.1,56.3
1761949643.17,42.85,79.64,52.99,50.13,39.8,57.3
1761949643.70,40.37,81.67,53.20,54.44,37.7,58.3
1761949644.24,38.55,83.63,53.41,54.43,35.7,59.3
1761949644.76,37.51,85.49,53.60,50.10,34.0,60.2
1761949645.29,37.32,87.23,53.78,42.22,32.5,61.1
1761949645.82,37.99,88.83,53.95,32.18,31.3,61.9
1761949646.35,39.47,90.28,54.10,21.74,30.5,62.6
1761949646.88,41.68,91.56,54.24,12.76,30.1,63.3
1761949647.41,44.43,92.65,54.35,6.85,30.0,63.8
1761949647.94,47.56,93.55,54.45,5.02,30.3,64.3
1761949648.47,50.84,94.23,54.52,7.59,31.0,64.6
