Timestamp,Speed,SOC,Pack_Voltage,Pack_Current,Motor_Temp,Controller_Temp
1761957557.67,56.51,70.41,52.02,10.01,50.1,52.7
1761957558.21,53.53,72.51,52.24,18.03,47.8,53.8
1761957558.72,50.40,74.55,52.45,27.76,45.5,54.8
1761957559.23,47.24,76.60,52.67,37.87,43.2,55.8
1761957559.74,44.24,78.62,52.88,46.65,41.0,56.8
1761957560.25,41.60,80.61,53.09,52.69,38.8,57.8
1761957560.77,39.48,82.54,53.29,54.99,36.8,58.8
1761957561.28,38.03,84.40,53.49,53.16,35.0,59.7
1761957561.79,37.33,86.15,53.67,47.50,33.4,60.6
1761957562.30,37.45,87.78,53.84,38.99,32.1,61.4
1761957562.81,38.35,89.29,54.00,28.98,31.1,62.1
1761957563.33,40.02,90.66,54.14,19.01,30.4,62.8
1761957563.84,42.29,91.84,54.27,11.03,30.0,63.4
1761957564.35,45.08,92.86,54.38,6.09,30.1,63.9
1761957564.87,48.16,93.69,54.46,5.16,30.4,64.3
1761957565.38,51.34,94.32,54.53,8.36,31.1,64.7
1761957565.89,54.43,94.75,54.57,15.19,32.2,64.9
1761957566.41,57.20,94.97,54.60,24.50,33.5,65.0
1761957566.92,59.48,94.98,54.60,34.74,35.2,65.0
1761957567.44,61.12,94.77,54.58,44.22,37.1,64.9
1761957567.96,62.00,94.36,54.53,51.27,39.1,64.7
1761957568.47,62.06,93.73,54.47,54.76,41.3,64.4
1761957569.00,61.30,92.90,54.38,54.05,43.6,64.0
1761957569.52,59.74,91.87,54.27,49.17,46.0,63.4
1761957570.05,57.49,90.65,54.14,40.97,48.3,62.8
1761957570.57,54.72,89.27,54.00,30.91,50.6,62.1
1761957571.09,51.63,87.73,53.84,20.71,52.7,61.4
1761957571.61,48.39,86.06,53.66,12.10,54.6,60.5
1761957572.13,45.25,84.26,53.47,6.57,56.3,59.6
1761957572.66,42.41,82.36,53.27,5.05,57.7,58.7
1761957573.18,40.05,80.38,53.07,7.84,58.8,57.7
1761957573.70,38.36,78.35,52.85,14.43,59.5,56.7
1761957574.22,37.44,76.28,52.63,23.67,59.9,55.6
1761957574.74,37.34,74.20,52.42,33.96,60.0,54.6
1761957575.26,38.07,72.15,52.20,43.55,59.7,53.6
1761957575.77,39.56,70.12,51.99,50.83,59.0,52.6
1761957576.29,41.74,68.14,51.78,54.64,58.0,51.6
1761957576.80,44.43,66.25,51.58,54.28,56.7,50.6
1761957577.32,47.45,64.46,51.39,49.89,55.1,49.7
1761957577.82,50.60,62.79,51.22,42.28,53.3,48.9
1761957578.34,53.72,61.22,51.05,32.55,51.3,48.1
1761957578.84,56.55,59.83,50.91,22.53,49.1,47.4
1761957579.36,58.96,58.57,50.77,13.62,46.9,46.8
1761957579.87,60.74,57.50,50.66,7.50,44.6,46.3
1761957580.38,61.83,56.60,50.57,5.02,42.3,45.8
1761957580.88,62.13,55.91,50.50,6.62,40.1,45.5
1761957581.38,61.65,55.41,50.44,11.93,38.0,45.2
1761957581.91,60.32,55.09,50.41,20.70,36.0,45.0
1761957582.45,58.24,55.00,50.40,31.15,34.2,45.0
1761957582.98,55.55,55.14,50.41,41.39,32.7,45.1
1761957583.48,52.65,55.48,50.45,49.18,31.5,45.2
1761957584.02,49.37,56.05,50.51,54.10,30.7,45.5
1761957584.55,46.11,56.83,50.59,54.70,30.1,45.9
1761957585.08,43.09,57.83,50.70,50.85,30.0,46.4
1761957585.62,40.55,59.03,50.82,43.24,30.3,47.0
1761957586.12,38.75,60.31,50.96,33.94,30.8,47.7
1761957586.62,37.64,61.74,51.11,23.99,31.7,48.4
1761957587.12,37.28,63.31,51.27,14.98,32.9,49.2
1761957587.63,37.71,65.00,51.45,8.35,34.4,50.0
1761957588.14,38.90,66.81,51.64,5.17,36.1,50.9
1761957588.64,40.79,68.70,51.84,6.04,38.1,51.9
1761957589.17,43.36,70.74,52.05,11.08,40.3,52.9
1761957589.68,46.26,72.75,52.26,19.12,42.5,53.9
1761957590.19,49.37,74.78,52.48,28.89,44.8,54.9
1761957590.70,52.54,76.83,52.69,38.98,47.1,55.9
1761957591.22,55.54,78.88,52.91,47.60,49.3,56.9
1761957591.74,58.13,80.87,53.12,53.22,51.5,57.9
1761957592.24,60.15,82.77,53.32,54.99,53.4,58.9
1761957592.78,61.56,84.70,53.52,52.46,55.3,59.8
1761957593.32,62.13,86.51,53.71,45.89,56.9,60.8
1761957593.85,61.82,88.18,53.88,36.51,58.2,61.6
1761957594.38,60.65,89.70,54.04,25.96,59.2,62.4
1761957594.88,58.84,90.99,54.18,16.62,59.8,63.0
1761957595.41,56.35,92.16,54.30,9.20,60.0,63.6
