Timestamp,Speed,SOC,Pack_Voltage,Pack_Current,Motor_Temp,Controller_Temp
1761958300.62,47.32,62.03,51.14,37.83,37.6,48.5
1761958301.13,44.38,60.58,50.99,27.99,39.7,47.8
1761958301.66,41.58,59.17,50.84,17.74,42.0,47.1
1761958302.19,39.41,57.97,50.71,9.88,44.4,46.5
1761958302.72,37.95,56.95,50.61,5.56,46.8,46.0
1761958303.25,37.31,56.14,50.52,5.57,49.1,45.6
1761958303.78,37.54,55.54,50.46,9.92,51.3,45.3
1761958304.31,38.61,55.16,50.42,17.79,53.4,45.1
1761958304.84,40.47,55.00,50.40,27.88,55.3,45.0
1761958305.34,42.80,55.06,50.41,37.71,56.8,45.0
1761958305.87,45.74,55.34,50.44,46.79,58.1,45.2
1761958306.40,48.97,55.84,50.49,52.93,59.1,45.4
1761958306.93,52.25,56.55,50.56,55.00,59.7,45.8
1761958307.43,55.19,57.42,50.65,52.87,60.0,46.2
1761958307.96,57.91,58.52,50.77,46.69,59.9,46.8
1761958308.49,60.08,59.82,50.91,37.52,59.4,47.4
1761958309.02,61.51,61.28,51.06,27.09,58.6,48.1
1761958309.55,62.12,62.90,51.23,17.11,57.4,48.9
1761958310.08,61.86,64.64,51.41,9.46,55.9,49.8
1761958310.61,60.75,66.53,51.61,5.40,54.2,50.8
1761958311.14,58.87,68.49,51.82,5.74,52.2,51.7
1761958311.67,56.36,70.52,52.03,10.37,50.0,52.8
1761958312.20,53.38,72.61,52.25,18.45,47.7,53.8
1761958312.73,50.15,74.72,52.47,28.58,45.3,54.9
1761958313.26,46.90,76.82,52.69,38.93,43.0,55.9
1761958313.79,43.83,78.92,52.91,47.74,40.6,57.0
1761958314.32,41.17,80.97,53.13,53.41,38.4,58.0
1761958314.84,39.11,82.95,53.33,54.95,36.4,59.0
1761958315.37,37.78,84.85,53.53,52.08,34.5,59.9
1761958315.90,37.28,86.64,53.72,45.28,33.0,60.8
1761958316.44,37.66,88.30,53.90,35.73,31.7,61.7
1761958316.98,38.89,89.81,54.05,25.20,30.8,62.4
1761958317.50,40.86,91.15,54.20,15.55,30.2,63.1
1761958318.03,43.45,92.30,54.32,8.44,30.0,63.7
1761958318.56,46.47,93.27,54.42,5.14,30.2,64.1
1761958319.09,49.73,94.02,54.50,6.24,30.7,64.5
1761958319.62,52.98,94.57,54.55,11.55,31.7,64.8
1761958320.12,55.84,94.88,54.59,19.55,32.8,64.9
1761958320.65,58.45,95.00,54.60,29.79,34.4,65.0
1761958321.18,60.47,94.89,54.59,40.14,36.2,64.9
1761958321.71,61.72,94.56,54.55,48.65,38.2,64.8
1761958322.24,62.14,94.01,54.50,53.85,40.4,64.5
1761958322.77,61.68,93.24,54.41,54.82,42.7,64.1
1761958323.27,60.48,92.33,54.32,51.69,45.0,63.7
1761958323.80,58.55,91.21,54.20,44.87,47.3,63.1
1761958324.32,55.95,89.88,54.06,35.30,49.6,62.4
1761958324.85,52.92,88.38,53.91,24.79,51.8,61.7
1761958325.38,49.66,86.73,53.73,15.18,53.8,60.9
1761958325.91,46.41,84.95,53.55,8.21,55.6,60.0
1761958326.44,43.38,83.06,53.35,5.10,57.2,59.0
1761958326.97,40.80,81.07,53.14,6.40,58.4,58.0
1761958327.50,38.84,79.02,52.92,11.90,59.3,57.0
1761958328.03,37.64,76.93,52.70,20.57,59.8,56.0
1761958328.55,37.29,74.82,52.48,30.88,60.0,54.9
1761958329.08,37.79,72.71,52.26,41.07,59.8,53.9
1761958329.61,39.13,70.62,52.04,49.32,59.2,52.8
1761958330.14,41.20,68.58,51.83,54.13,58.2,51.8
1761958330.67,43.87,66.61,51.62,54.68,56.9,50.8
1761958331.20,46.96,64.73,51.42,50.83,55.4,49.9
1761958331.73,50.23,62.98,51.24,43.32,53.5,49.0
1761958332.26,53.46,61.36,51.07,33.45,51.5,48.2
1761958332.79,56.43,59.89,50.91,22.96,49.2,47.4
1761958333.32,58.94,58.58,50.78,13.70,46.9,46.8
1761958333.85,60.79,57.47,50.66,7.35,44.5,46.2
1761958334.38,61.88,56.55,50.56,5.00,42.1,45.8
1761958334.91,62.11,55.84,50.49,7.08,39.9,45.4
1761958335.44,61.49,55.34,50.44,13.18,37.7,45.2
1761958335.97,60.04,55.06,50.41,22.30,35.7,45.0
1761958336.50,57.88,55.01,50.40,32.72,34.0,45.0
1761958337.03,55.13,55.18,50.42,42.75,32.5,45.1
1761958337.56,52.01,55.57,50.46,50.45,31.3,45.3
1761958338.09,48.74,56.18,50.52,54.56,30.5,45.6
1761958338.62,45.52,57.01,50.61,54.31,30.1,46.0
1761958339.15,42.60,58.03,50.72,49.75,30.0,46.5
1761958339.68,40.18,59.25,50.85,41.69,30.3,47.1
1761958340.21,38.42,60.64,50.99,31.55,31.0,47.8
1761958340.74,37.45,62.19,51.16,21.14,32.0,48.6
1761958341.27,37.34,63.89,51.33,12.31,33.4,49.4
1761958341.80,38.09,65.71,51.52,6.61,35.1,50.4
1761958342.33,39.65,67.63,51.73,5.05,37.0,51.3
1761958342.86,41.92,69.65,51.94,7.91,39.1,52.3
1761958343.39,44.73,71.71,52.15,14.67,41.3,53.4
