Timestamp,Speed,SOC,Pack_Voltage,Pack_Current,Motor_Temp,Controller_Temp
1761949299.87,62.00,87.68,53.83,39.60,57.9,61.3
1761949300.40,61.09,89.26,54.00,29.13,58.9,62.1
1761949300.93,59.38,90.67,54.14,18.94,59.6,62.8
1761949301.46,57.01,91.89,54.27,10.71,60.0,63.4
1761949301.99,54.12,92.93,54.38,5.88,59.9,64.0
1761949302.52,50.92,93.77,54.47,5.31,59.5,64.4
1761949303.05,47.64,94.39,54.54,9.12,58.7,64.7
1761949303.58,44.50,94.80,54.58,16.63,57.6,64.9
1761949304.11,41.72,94.99,54.60,26.51,56.1,65.0
1761949304.64,39.51,94.95,54.59,37.00,54.4,65.0
1761949305.17,38.01,94.69,54.57,46.24,52.5,64.8
1761949305.70,37.32,94.20,54.52,52.63,50.3,64.6
1761949306.23,37.50,93.51,54.44,55.00,48.0,64.3
1761949306.76,38.53,92.60,54.35,52.95,45.6,63.8
1761949307.29,40.33,91.50,54.23,46.84,43.3,63.3
1761949307.79,42.64,90.29,54.11,38.33,41.1,62.6
1761949308.32,45.56,88.84,53.95,27.91,38.8,61.9
1761949308.84,48.77,87.24,53.79,17.86,36.7,61.1
1761949309.37,52.04,85.50,53.60,9.96,34.9,60.3
1761949309.91,55.17,83.63,53.41,5.57,33.2,59.3
1761949310.43,57.90,81.68,53.20,5.54,31.9,58.3
1761949310.94,59.96,79.77,53.00,9.49,31.0,57.4
1761949311.46,61.44,77.68,52.78,17.18,30.3,56.3
1761949311.99,62.10,75.58,52.56,27.12,30.0,55.3
1761949312.53,61.90,73.45,52.34,37.63,30.1,54.2
1761949313.06,60.85,71.35,52.12,46.76,30.6,53.2
1761949313.59,59.01,69.28,51.90,52.92,31.4,52.1
1761949314.12,56.54,67.29,51.69,55.00,32.6,51.1
1761949314.65,53.58,65.38,51.49,52.66,34.1,50.2
1761949315.18,50.35,63.58,51.30,46.31,35.8,49.3
1761949315.71,47.08,61.91,51.13,37.07,37.8,48.5
1761949316.23,44.00,60.39,50.97,26.61,40.0,47.7
1761949316.77,41.31,59.02,50.82,16.73,42.3,47.0
1761949317.29,39.21,57.85,50.70,9.22,44.6,46.4
1761949317.82,37.84,56.85,50.59,5.34,47.0,45.9
1761949318.35,37.29,56.06,50.51,5.84,49.3,45.5
1761949318.88,37.61,55.49,50.45,10.62,51.6,45.2
1761949319.41,38.78,55.13,50.41,18.85,53.6,45.1
1761949319.94,40.71,55.00,50.40,29.04,55.5,45.0
1761949320.47,43.28,55.09,50.41,39.42,57.0,45.0
1761949321.01,46.29,55.41,50.44,48.12,58.3,45.2
1761949321.54,49.54,55.95,50.50,53.60,59.2,45.5
1761949322.06,52.78,56.69,50.58,54.91,59.8,45.8
1761949322.59,55.82,57.64,50.68,51.83,60.0,46.3
1761949323.12,58.44,58.79,50.80,44.91,59.8,46.9
1761949323.65,60.45,60.12,50.94,35.34,59.3,47.6
1761949324.18,61.71,61.61,51.09,24.82,58.4,48.3
1761949324.71,62.14,63.26,51.27,15.20,57.1,49.1
1761949325.24,61.70,65.04,51.45,8.25,55.6,50.0
1761949325.77,60.41,66.94,51.65,5.10,53.7,51.0
1761949326.30,58.39,68.91,51.86,6.38,51.7,52.0
1761949326.83,55.76,70.96,52.08,11.84,49.5,53.0
1761949327.36,52.70,73.06,52.30,20.52,47.2,54.0
1761949327.89,49.45,75.17,52.52,30.83,44.8,55.1
1761949328.42,46.21,77.28,52.74,41.02,42.4,56.1
1761949328.95,43.21,79.37,52.96,49.28,40.1,57.2
1761949329.48,40.67,81.40,53.17,54.11,38.0,58.2
1761949330.00,38.75,83.37,53.38,54.70,36.0,59.2
1761949330.53,37.60,85.24,53.57,50.93,34.2,60.1
1761949331.06,37.29,87.00,53.76,43.45,32.7,61.0
1761949331.59,37.85,88.63,53.93,33.57,31.5,61.8
1761949332.12,39.23,90.10,54.09,23.08,30.6,62.5
1761949332.66,41.37,91.41,54.22,13.76,30.1,63.2
1761949333.19,44.06,92.52,54.34,7.39,30.0,63.8
1761949333.72,47.18,93.45,54.44,5.00,30.3,64.2
1761949334.25,50.45,94.16,54.51,7.07,30.9,64.6
1761949334.78,53.68,94.66,54.56,13.20,31.9,64.8
1761949335.31,56.62,94.94,54.59,22.31,33.2,65.0
1761949335.84,59.09,94.99,54.60,32.81,34.9,65.0
1761949336.37,60.89,94.82,54.58,42.72,36.7,64.9
1761949336.90,61.92,94.43,54.54,50.46,38.8,64.7
1761949337.43,62.10,93.82,54.48,54.56,41.0,64.4
1761949337.96,61.41,92.99,54.39,54.30,43.4,64.0
1761949338.49,59.90,91.97,54.28,49.72,45.8,63.5
1761949339.02,57.68,90.75,54.15,41.67,48.1,62.9
1761949339.55,54.89,89.35,54.01,31.51,50.4,62.2
1761949340.08,51.77,87.81,53.84,21.16,52.6,61.4
1761949340.61,48.48,86.10,53.67,12.29,54.5,60.6
1761949341.14,45.29,84.29,53.48,6.61,56.2,59.6
1761949341.67,42.41,82.36,53.27,5.05,57.7,58.7
1761949342.20,40.04,80.36,53.06,7.88,58.8,57.7
1761949342.73,38.33,78.29,52.85,14.65,59.5,56.6
1761949343.26,37.42,76.18,52.62,24.14,59.9,55.6
1761949343.79,37.37,74.07,52.40,34.62,60.0,54.5
1761949344.31,38.17,71.97,52.18,44.29,59.6,53.5
1761949344.84,39.78,69.89,51.96,51.46,58.9,52.4
1761949345.37,42.08,67.88,51.75,54.84,57.8,51.4
1761949345.90,44.91,65.95,51.55,53.82,56.4,50.5
1761949346.43,48.09,64.11,51.36,48.58,54.7,49.6
1761949346.96,51.38,62.39,51.18,40.03,52.8,48.7
1761949347.49,54.54,60.82,51.01,29.75,50.7,47.9
1761949348.02,57.36,59.41,50.86,19.51,48.4,47.2
1761949348.55,59.66,58.17,50.73,11.09,46.1,46.6
1761949349.08,61.26,57.12,50.62,6.04,43.7,46.1
1761949349.61,62.06,56.28,50.53,5.23,41.3,45.6
1761949350.14,61.99,55.64,50.47,8.78,39.1,45.3
1761949350.67,61.08,55.22,50.42,16.08,37.0,45.1
1761949351.20,59.37,55.02,50.40,25.84,35.1,45.0
1761949351.73,56.98,55.04,50.40,36.36,33.4,45.0
1761949352.26,54.08,55.29,50.43,45.75,32.1,45.1
1761949352.79,50.88,55.76,50.48,52.34,31.0,45.4
1761949353.32,47.61,56.44,50.55,54.98,30.3,45.7
1761949353.85,44.47,57.34,50.65,53.20,30.0,46.2
1761949354.38,41.71,58.43,50.76,47.33,30.1,46.7
1761949354.90,39.54,59.67,50.89,38.60,30.5,47.3
1761949355.42,38.03,61.11,51.04,28.23,31.3,48.1
1761949355.95,37.33,62.71,51.21,18.12,32.4,48.9
1761949356.48,37.49,64.45,51.39,10.12,33.9,49.7
1761949357.02,38.51,66.32,51.59,5.63,35.6,50.7
1761949357.54,40.30,68.27,51.79,5.48,37.6,51.6
1761949358.07,42.75,70.29,52.01,9.65,39.8,52.6
1761949358.60,45.69,72.37,52.22,17.42,42.1,53.7
1761949359.13,48.90,74.48,52.44,27.38,44.4,54.7
1761949359.66,52.18,76.60,52.67,37.88,46.8,55.8
1761949360.19,55.29,78.70,52.89,46.94,49.1,56.9
1761949360.72,58.00,80.76,53.10,53.00,51.4,57.9
1761949361.25,60.14,82.75,53.31,54.99,53.4,58.9
1761949361.76,61.48,84.56,53.50,52.81,55.2,59.8
1761949362.29,62.12,86.38,53.69,46.51,56.8,60.7
1761949362.82,61.87,88.05,53.87,37.33,58.1,61.5
1761949363.35,60.78,89.58,54.03,26.87,59.1,62.3
1761949363.88,58.92,90.95,54.17,16.94,59.7,63.0
1761949364.41,56.41,92.13,54.30,9.33,60.0,63.6
1761949364.93,53.44,93.13,54.40,5.38,59.9,64.1
1761949365.47,50.20,93.92,54.49,5.78,59.4,64.5
1761949365.99,46.94,94.50,54.55,10.46,58.5,64.7
1761949366.52,43.88,94.86,54.59,18.57,57.3,64.9
1761949367.05,41.21,95.00,54.60,28.72,55.8,65.0
1761949367.58,39.13,94.91,54.59,39.09,54.0,65.0
1761949368.11,37.79,94.60,54.56,47.90,52.0,64.8
1761949368.64,37.29,94.07,54.50,53.49,49.8,64.5
1761949369.17,37.64,93.33,54.43,54.93,47.5,64.2
1761949369.70,38.84,92.39,54.33,51.99,45.2,63.7
1761949370.23,40.80,91.24,54.21,45.13,42.8,63.1
1761949370.76,43.40,89.91,54.07,35.55,40.4,62.5
1761949371.29,46.40,88.43,53.91,25.10,38.3,61.7
1761949371.82,49.66,86.78,53.74,15.44,36.2,60.9
1761949372.35,52.91,85.01,53.55,8.38,34.4,60.0
1761949372.88,55.94,83.12,53.35,5.13,32.9,59.1
1761949373.41,58.55,81.14,53.14,6.29,31.6,58.1
1761949373.94,60.52,79.09,52.93,11.64,30.7,57.0
1761949374.47,61.75,77.01,52.71,20.20,30.2,56.0
1761949375.00,62.14,74.89,52.49,30.53,30.0,54.9
1761949375.53,61.66,72.78,52.27,40.76,30.2,53.9
1761949376.06,60.35,70.69,52.05,49.10,30.8,52.8
1761949376.59,58.29,68.65,51.83,54.04,31.7,51.8
1761949377.11,55.66,66.69,51.63,54.74,33.0,50.8
1761949377.64,52.59,64.81,51.43,51.07,34.6,49.9
1761949378.17,49.33,63.05,51.25,43.69,36.4,49.0
1761949378.70,46.10,61.42,51.07,33.89,38.5,48.2
1761949379.23,43.12,59.95,50.92,23.43,40.7,47.5
1761949379.76,40.59,58.64,50.78,14.08,43.0,46.8
1761949380.29,38.69,57.51,50.66,7.55,45.4,46.3
1761949380.82,37.57,56.58,50.57,5.01,47.8,45.8
1761949381.35,37.30,55.86,50.49,6.91,50.1,45.4
1761949381.88,37.90,55.35,50.44,12.92,52.2,45.2
1761949382.41,39.31,55.07,50.41,21.90,54.2,45.0
1761949382.94,41.45,55.01,50.40,32.33,56.0,45.0
1761949383.47,44.17,55.17,50.42,42.36,57.5,45.1
1761949384.00,47.28,55.55,50.46,50.21,58.6,45.3
1761949384.53,50.56,56.16,50.52,54.48,59.4,45.6
1761949385.06,53.77,56.97,50.61,54.40,59.9,46.0
1761949385.59,56.70,57.98,50.71,50.04,60.0,46.5
1761949386.12,59.15,59.19,50.84,42.09,59.7,47.1
1761949386.65,60.94,60.58,50.99,32.00,59.0,47.8
1761949387.18,61.94,62.12,51.15,21.61,58.0,48.6
1761949387.71,62.09,63.81,51.33,12.64,56.7,49.4
1761949388.24,61.38,65.63,51.52,6.79,55.0,50.3
1761949388.77,59.85,67.55,51.72,5.02,53.1,51.3
1761949389.30,57.62,69.55,51.93,7.67,51.0,52.3
1761949389.83,54.84,71.61,52.14,14.27,48.8,53.3
1761949390.36,51.69,73.72,52.37,23.68,46.4,54.4
1761949390.89,48.41,75.84,52.59,34.16,44.1,55.4
1761949391.42,45.23,77.94,52.81,43.92,41.7,56.5
1761949391.94,42.37,80.00,53.02,51.18,39.5,57.5
1761949392.47,40.00,82.02,53.24,54.77,37.3,58.5
1761949393.00,38.31,83.96,53.44,53.97,35.4,59.5
1761949393.53,37.41,85.80,53.63,48.93,33.7,60.4
1761949394.06,37.37,87.52,53.82,40.53,32.3,61.3
1761949394.59,38.20,89.10,53.98,30.28,31.2,62.1
1761949395.12,39.83,90.53,54.13,19.91,30.4,62.8
1761949395.65,42.15,91.78,54.26,11.41,30.0,63.4
1761949396.18,44.90,92.80,54.37,6.28,30.0,63.9
1761949396.71,48.15,93.69,54.46,5.16,30.4,64.3
1761949397.24,51.42,94.33,54.53,8.49,31.2,64.7
1761949397.74,54.40,94.75,54.57,15.12,32.2,64.9
1761949398.27,57.25,94.97,54.60,24.71,33.6,65.0
1761949398.80,59.59,94.97,54.60,35.28,35.3,65.0
1761949399.33,61.21,94.75,54.57,44.84,37.2,64.9
1761949399.86,62.04,94.30,54.53,51.81,39.3,64.7
1761949400.39,62.01,93.64,54.46,54.91,41.6,64.3
1761949400.89,61.20,92.83,54.37,53.80,43.8,63.9
1761949401.42,59.56,91.77,54.26,48.54,46.2,63.4
