Timestamp,Speed,SOC,Pack_Voltage,Pack_Current,Motor_Temp,Controller_Temp
1761948579.41,45.21,92.90,54.38,5.96,30.1,64.0
1761948579.92,48.28,93.72,54.47,5.21,30.4,64.4
1761948580.45,51.55,94.35,54.53,8.72,31.2,64.7
1761948580.98,54.71,94.78,54.58,16.01,32.3,64.9
1761948581.51,57.51,94.98,54.60,25.76,33.7,65.0
1761948582.04,59.78,94.96,54.60,36.30,35.5,65.0
1761948582.56,61.33,94.72,54.57,45.64,37.4,64.9
1761948583.09,62.08,94.25,54.52,52.28,39.5,64.6
1761948583.62,61.96,93.57,54.45,54.97,41.8,64.3
1761948584.15,61.00,92.68,54.36,53.26,44.2,63.8
1761948584.68,59.25,91.59,54.24,47.44,46.5,63.3
1761948585.21,56.82,90.31,54.11,38.49,48.9,62.7
1761948585.74,53.91,88.87,53.96,28.08,51.1,61.9
1761948586.28,50.71,87.27,53.79,18.03,53.2,61.1
1761948586.81,47.41,85.52,53.60,10.01,55.1,60.3
1761948587.32,44.42,83.75,53.42,5.71,56.7,59.4
1761948587.82,41.77,81.88,53.22,5.34,58.0,58.4
1761948588.33,39.64,79.95,53.02,8.95,59.0,57.5
1761948588.83,38.14,77.98,52.81,15.91,59.6,56.5
1761948589.33,37.38,75.98,52.60,25.14,60.0,55.5
1761948589.84,37.39,73.97,52.39,35.13,60.0,54.5
1761948590.34,38.17,71.97,52.18,44.28,59.6,53.5
1761948590.84,39.67,70.01,51.98,51.14,58.9,52.5
1761948591.34,41.80,68.09,51.77,54.68,58.0,51.5
1761948591.87,44.58,66.15,51.57,54.15,56.6,50.6
1761948592.37,47.56,64.40,51.39,49.68,55.0,49.7
1761948592.87,50.65,62.76,51.21,42.15,53.3,48.9
1761948593.40,53.88,61.15,51.05,32.02,51.2,48.1
1761948593.93,56.81,59.69,50.89,21.54,48.9,47.3
1761948594.44,59.12,58.48,50.77,13.04,46.7,46.7
1761948594.95,60.87,57.41,50.65,7.11,44.4,46.2
1761948595.48,61.92,56.50,50.56,5.00,42.0,45.8
1761948595.98,62.11,55.84,50.49,7.07,39.9,45.4
1761948596.51,61.49,55.34,50.44,13.20,37.7,45.2
1761948597.04,60.03,55.06,50.41,22.36,35.7,45.0
1761948597.57,57.85,55.01,50.40,32.84,34.0,45.0
1761948598.07,55.27,55.16,50.42,42.29,32.6,45.1
1761948598.60,52.15,55.55,50.46,50.19,31.4,45.3
1761948599.13,48.88,56.15,50.52,54.47,30.6,45.6
1761948599.66,45.67,56.96,50.61,54.42,30.1,46.0
1761948600.19,42.73,57.98,50.71,50.05,30.0,46.5
1761948600.73,40.28,59.19,50.84,42.11,30.3,47.1
1761948601.26,38.48,60.58,50.99,32.01,31.0,47.8
1761948601.79,37.48,62.12,51.15,21.59,32.0,48.6
1761948602.32,37.33,63.81,51.32,12.68,33.3,49.4
1761948602.84,38.04,65.62,51.52,6.80,35.0,50.3
1761948603.38,39.57,67.55,51.72,5.02,36.9,51.3
1761948603.88,41.67,69.44,51.92,7.43,38.9,52.2
1761948604.38,44.28,71.40,52.12,13.44,41.0,53.2
1761948604.88,47.22,73.39,52.33,22.06,43.2,54.2
1761948605.41,50.52,75.52,52.56,32.62,45.6,55.3
1761948605.95,53.76,77.65,52.78,42.66,48.0,56.3
1761948606.47,56.69,79.72,53.00,50.39,50.3,57.4
1761948607.00,59.13,81.75,53.21,54.53,52.4,58.4
1761948607.53,60.91,83.69,53.41,54.36,54.4,59.3
1761948608.06,61.93,85.55,53.61,49.86,56.1,60.3
1761948608.59,62.09,87.29,53.79,41.88,57.6,61.1
1761948609.12,61.39,88.89,53.96,31.76,58.7,61.9
1761948609.65,59.87,90.34,54.11,21.33,59.5,62.7
1761948610.18,57.64,91.61,54.24,12.45,59.9,63.3
1761948610.71,54.85,92.69,54.36,6.68,60.0,63.8
1761948611.24,51.71,93.58,54.45,5.04,59.6,64.3
1761948611.75,48.61,94.23,54.52,7.55,59.0,64.6
1761948612.25,45.54,94.69,54.57,13.72,58.0,64.8
1761948612.78,42.63,94.95,54.59,22.94,56.7,65.0
1761948613.31,40.20,94.99,54.60,33.44,55.0,65.0
1761948613.84,38.43,94.80,54.58,43.37,53.1,64.9
1761948614.37,37.45,94.39,54.54,50.90,51.0,64.7
1761948614.90,37.34,93.77,54.47,54.69,48.8,64.4
1761948615.43,38.09,92.93,54.38,54.12,46.4,64.0
1761948615.96,39.64,91.89,54.27,49.30,44.1,63.4
1761948616.49,41.91,90.66,54.14,41.03,41.7,62.8
1761948617.02,44.72,89.26,54.00,30.81,39.4,62.1
1761948617.55,47.87,87.70,53.83,20.48,37.3,61.3
1761948618.08,51.15,85.99,53.65,11.82,35.4,60.5
1761948618.61,54.33,84.16,53.46,6.37,33.7,59.6
1761948619.14,57.19,82.23,53.26,5.10,32.2,58.6
1761948619.67,59.54,80.21,53.05,8.27,31.2,57.6
1761948620.20,61.19,78.14,52.83,15.27,30.4,56.6
1761948620.73,62.03,76.04,52.61,24.85,30.0,55.5
1761948621.26,62.02,73.92,52.39,35.34,30.0,54.5
1761948621.79,61.16,71.82,52.17,44.92,30.4,53.4
1761948622.32,59.49,69.75,51.95,51.85,31.2,52.4
1761948622.85,57.14,67.73,51.74,54.91,32.3,51.4
1761948623.38,54.28,65.80,51.53,53.56,33.7,50.4
