Timestamp,Speed,SOC,Pack_Voltage,Pack_Current,Motor_Temp,Controller_Temp
1761948325.23,37.59,85.26,53.58,50.87,34.2,60.1
1761948325.73,37.29,86.93,53.75,43.79,32.7,61.0
1761948326.26,37.81,88.56,53.92,33.99,31.5,61.8
1761948326.79,39.16,90.04,54.08,23.52,30.6,62.5
1761948327.32,41.25,91.35,54.22,14.15,30.1,63.2
1761948327.85,43.93,92.48,54.34,7.59,30.0,63.7
1761948328.38,47.01,93.41,54.43,5.02,30.2,64.2
1761948328.91,50.28,94.13,54.51,6.86,30.9,64.6
1761948329.44,53.52,94.64,54.56,12.80,31.8,64.8
1761948329.97,56.48,94.93,54.59,21.80,33.2,65.0
1761948330.50,58.97,94.99,54.60,32.23,34.8,65.0
1761948331.03,60.82,94.84,54.58,42.27,36.6,64.9
1761948331.56,61.89,94.46,54.54,50.12,38.7,64.7
1761948332.09,62.11,93.86,54.48,54.44,40.9,64.4
1761948332.62,61.47,93.05,54.40,54.45,43.2,64.0
1761948333.15,60.02,92.04,54.29,50.14,45.6,63.5
1761948333.67,57.85,90.84,54.16,42.31,48.0,62.9
1761948334.20,55.11,89.46,54.02,32.28,50.3,62.2
1761948334.73,52.00,87.92,53.86,21.86,52.4,61.5
1761948335.26,48.73,86.24,53.68,12.88,54.4,60.6
1761948335.79,45.52,84.43,53.49,6.90,56.1,59.7
1761948336.32,42.61,82.51,53.29,5.01,57.6,58.8
1761948336.85,40.19,80.51,53.08,7.53,58.7,57.8
1761948337.38,38.43,78.45,52.86,14.02,59.5,56.7
1761948337.91,37.45,76.33,52.64,23.42,59.9,55.7
1761948338.44,37.34,74.21,52.42,33.92,60.0,54.6
1761948338.97,38.09,72.10,52.20,43.74,59.6,53.6
1761948339.50,39.66,70.02,51.98,51.13,58.9,52.5
1761948340.03,41.93,68.00,51.76,54.76,57.9,51.5
1761948340.56,44.73,66.06,51.56,54.00,56.5,50.5
1761948341.09,47.89,64.22,51.37,49.01,54.9,49.6
1761948341.62,51.16,62.50,51.19,40.67,52.9,48.7
1761948342.15,54.33,60.92,51.02,30.46,50.8,48.0
1761948342.68,57.20,59.50,50.87,20.12,48.6,47.2
1761948343.21,59.52,58.25,50.74,11.58,46.2,46.6
1761948343.74,61.18,57.19,50.63,6.26,43.9,46.1
1761948344.26,62.03,56.33,50.54,5.13,41.5,45.7
1761948344.79,62.03,55.68,50.47,8.40,39.2,45.3
1761948345.32,61.17,55.24,50.43,15.48,37.1,45.1
1761948345.85,59.50,55.02,50.40,25.16,35.2,45.0
1761948346.38,57.15,55.03,50.40,35.69,33.5,45.0
1761948346.91,54.28,55.27,50.43,45.21,32.1,45.1
1761948347.44,51.11,55.72,50.48,52.01,31.1,45.4
1761948347.98,47.82,56.39,50.55,54.94,30.4,45.7
1761948348.51,44.66,57.27,50.64,53.44,30.0,46.1
1761948349.04,41.86,58.35,50.75,47.79,30.1,46.7
1761948349.56,39.62,59.61,50.88,39.03,30.5,47.3
1761948350.09,38.08,61.04,51.03,28.69,31.3,48.0
1761948350.62,37.34,62.65,51.20,18.49,32.4,48.8
1761948351.15,37.46,64.37,51.38,10.41,33.8,49.7
1761948351.68,38.44,66.22,51.58,5.76,35.6,50.6
1761948352.22,40.21,68.18,51.78,5.40,37.5,51.6
1761948352.74,42.64,70.21,52.00,9.41,39.7,52.6
1761948353.28,45.57,72.29,52.22,17.09,42.0,53.6
1761948353.81,48.80,74.42,52.44,27.09,44.3,54.7
1761948354.34,52.07,76.52,52.66,37.51,46.7,55.8
1761948354.84,55.03,78.52,52.87,46.26,48.9,56.8
1761948355.37,57.77,80.57,53.09,52.61,51.2,57.8
1761948355.90,59.98,82.59,53.30,55.00,53.3,58.8
1761948356.43,61.45,84.50,53.50,52.94,55.1,59.7
1761948356.96,62.11,86.31,53.69,46.82,56.8,60.7
1761948357.49,61.90,87.98,53.86,37.76,58.1,61.5
1761948357.99,60.92,89.44,54.02,27.90,59.0,62.2
1761948358.52,59.13,90.82,54.16,17.85,59.7,62.9
1761948359.05,56.68,92.03,54.29,9.93,60.0,63.5
1761948359.58,53.75,93.04,54.39,5.58,59.9,64.0
1761948360.11,50.53,93.85,54.48,5.54,59.4,64.4
1761948360.64,47.26,94.45,54.54,9.83,58.6,64.7
1761948361.16,44.15,94.83,54.58,17.68,57.4,64.9
1761948361.69,41.44,94.99,54.60,27.71,56.0,65.0
1761948362.23,39.30,94.93,54.59,38.17,54.2,65.0
1761948362.76,37.88,94.64,54.56,47.16,52.2,64.8
1761948363.28,37.30,94.14,54.51,53.11,50.0,64.6
1761948363.81,37.57,93.42,54.43,54.99,47.7,64.2
1761948364.34,38.69,92.49,54.34,52.46,45.4,63.7
1761948364.87,40.58,91.37,54.22,45.95,43.0,63.2
1761948365.39,43.09,90.07,54.08,36.69,40.7,62.5
1761948365.92,46.06,88.60,53.93,26.23,38.5,61.8
1761948366.45,49.30,86.97,53.76,16.40,36.4,61.0
1761948366.95,52.39,85.31,53.58,9.29,34.7,60.2
1761948367.48,55.48,83.43,53.39,5.36,33.1,59.2
1761948368.02,58.17,81.46,53.18,5.81,31.8,58.2
1761948368.55,60.26,79.41,52.96,10.57,30.8,57.2
1761948369.08,61.61,77.33,52.74,18.76,30.2,56.2
1761948369.61,62.13,75.21,52.52,28.95,30.0,55.1
1761948370.14,61.79,73.10,52.30,39.30,30.2,54.0
1761948370.67,60.60,71.00,52.08,48.02,30.7,53.0
1761948371.19,58.65,68.95,51.87,53.55,31.6,52.0
1761948371.72,56.09,66.98,51.66,54.92,32.8,51.0
1761948372.25,53.07,65.08,51.46,51.88,34.3,50.0
1761948372.79,49.81,63.30,51.27,44.95,36.1,49.1
1761948373.31,46.57,61.65,51.10,35.44,38.1,48.3
1761948373.84,43.52,60.15,50.94,24.88,40.3,47.6
1761948374.37,40.92,58.82,50.80,15.31,42.7,46.9
1761948374.90,38.93,57.67,50.68,8.29,45.0,46.3
1761948375.43,37.69,56.71,50.58,5.11,47.4,45.9
1761948375.96,37.28,55.96,50.50,6.32,49.7,45.5
1761948376.49,37.74,55.42,50.44,11.70,51.9,45.2
1761948377.02,39.03,55.10,50.41,20.33,53.9,45.0
1761948377.54,41.06,55.00,50.40,30.62,55.7,45.0
1761948378.08,43.70,55.13,50.41,40.86,57.2,45.1
1761948378.61,46.76,55.47,50.45,49.16,58.5,45.2
1761948379.14,50.04,56.04,50.51,54.08,59.3,45.5
1761948379.67,53.29,56.83,50.59,54.71,59.9,45.9
1761948380.20,56.28,57.81,50.70,50.95,60.0,46.4
1761948380.73,58.81,58.99,50.82,43.51,59.8,47.0
1761948381.26,60.71,60.35,50.96,33.65,59.2,47.7
1761948381.79,61.84,61.88,51.12,23.13,58.2,48.4
1761948382.29,62.13,63.44,51.29,14.33,57.0,49.2
1761948382.82,61.60,65.24,51.47,7.70,55.4,50.1
1761948383.35,60.24,67.13,51.67,5.03,53.6,51.1
1761948383.88,58.14,69.12,51.88,6.76,51.5,52.1
1761948384.41,55.47,71.17,52.10,12.58,49.3,53.1
1761948384.94,52.38,73.27,52.32,21.50,46.9,54.1
1761948385.47,49.11,75.39,52.54,31.94,44.6,55.2
1761948386.00,45.88,77.50,52.76,42.00,42.2,56.2
1761948386.52,42.93,79.57,52.98,49.93,39.9,57.3
1761948387.06,40.44,81.61,53.19,54.38,37.7,58.3
1761948387.56,38.68,83.47,53.39,54.61,35.9,59.2
1761948388.08,37.56,85.33,53.59,50.61,34.1,60.2
1761948388.62,37.30,87.09,53.77,42.93,32.6,61.0
1761948389.14,37.90,88.71,53.94,33.00,31.4,61.9
1761948389.67,39.33,90.18,54.09,22.51,30.6,62.6
1761948390.20,41.48,91.47,54.23,13.38,30.1,63.2
1761948390.73,44.21,92.58,54.35,7.17,30.0,63.8
1761948391.26,47.31,93.48,54.44,5.00,30.3,64.2
1761948391.79,50.59,94.19,54.51,7.25,30.9,64.6
1761948392.32,53.80,94.68,54.57,13.53,32.0,64.8
1761948392.85,56.73,94.95,54.59,22.72,33.3,65.0
1761948393.38,59.17,94.99,54.60,33.17,34.9,65.0
1761948393.91,60.95,94.81,54.58,43.09,36.8,64.9
1761948394.44,61.95,94.41,54.54,50.70,38.9,64.7
1761948394.97,62.09,93.79,54.47,54.63,41.1,64.4
1761948395.50,61.37,92.96,54.39,54.21,43.5,64.0
1761948396.03,59.83,91.93,54.28,49.50,45.9,63.5
1761948396.56,57.60,90.71,54.15,41.37,48.2,62.9
1761948397.09,54.81,89.31,54.00,31.20,50.5,62.2
1761948397.62,51.67,87.76,53.84,20.85,52.6,61.4
1761948398.15,48.39,86.06,53.66,12.09,54.6,60.5
1761948398.68,45.18,84.22,53.47,6.48,56.3,59.6
1761948399.21,42.31,82.29,53.27,5.08,57.7,58.6
1761948399.74,39.96,80.29,53.05,8.07,58.8,57.6
1761948400.27,38.28,78.22,52.84,14.93,59.6,56.6
1761948400.79,37.40,76.12,52.62,24.43,59.9,55.6
1761948401.33,37.38,74.00,52.39,34.97,60.0,54.5
1761948401.86,38.22,71.89,52.17,44.61,59.6,53.4
1761948402.36,39.73,69.94,51.97,51.34,58.9,52.5
1761948402.89,42.02,67.93,51.76,54.81,57.8,51.5
1761948403.42,44.84,65.99,51.55,53.89,56.5,50.5
1761948403.95,48.01,64.15,51.36,48.75,54.8,49.6
1761948404.48,51.29,62.43,51.18,40.29,52.9,48.7
1761948405.01,54.47,60.86,51.01,29.99,50.7,47.9
1761948405.53,57.30,59.45,50.87,19.75,48.5,47.2
1761948406.06,59.61,58.20,50.74,11.28,46.1,46.6
1761948406.59,61.23,57.15,50.63,6.12,43.7,46.1
1761948407.12,62.05,56.30,50.54,5.19,41.4,45.6
1761948407.65,62.01,55.65,50.47,8.66,39.1,45.3
1761948408.18,61.10,55.22,50.42,15.91,37.0,45.1
1761948408.71,59.41,55.02,50.40,25.63,35.1,45.0
1761948409.24,57.04,55.04,50.40,36.10,33.5,45.0
1761948409.77,54.15,55.28,50.43,45.56,32.1,45.1
1761948410.30,50.98,55.74,50.48,52.20,31.0,45.4
1761948410.83,47.69,56.42,50.55,54.96,30.3,45.7
1761948411.36,44.56,57.31,50.64,53.31,30.0,46.2
1761948411.89,41.77,58.40,50.76,47.52,30.1,46.7
1761948412.42,39.55,59.67,50.89,38.64,30.5,47.3
1761948412.95,38.03,61.11,51.04,28.20,31.3,48.1
1761948413.48,37.33,62.71,51.21,18.12,32.4,48.9
1761948414.01,37.49,64.45,51.39,10.12,33.9,49.7
1761948414.53,38.50,66.30,51.59,5.65,35.6,50.7
1761948415.04,40.18,68.15,51.78,5.37,37.5,51.6
1761948415.54,42.44,70.05,51.98,8.97,39.5,52.5
1761948416.04,45.22,72.05,52.19,16.05,41.7,53.5
1761948416.57,48.40,74.15,52.41,25.79,44.0,54.6
1761948417.10,51.68,76.27,52.63,36.30,46.4,55.6
1761948417.63,54.82,78.37,52.85,45.68,48.8,56.7
1761948418.16,57.62,80.45,53.07,52.32,51.0,57.7
1761948418.69,59.84,82.44,53.28,54.97,53.1,58.7
1761948419.22,61.37,84.36,53.48,53.23,55.0,59.7
1761948419.75,62.09,86.18,53.67,47.37,56.7,60.6
1761948420.28,61.94,87.87,53.85,38.47,58.0,61.4
1761948420.81,60.94,89.42,54.01,28.04,59.0,62.2
1761948421.34,59.16,90.80,54.16,17.96,59.7,62.9
1761948421.87,56.72,92.01,54.29,10.03,60.0,63.5
1761948422.39,53.81,93.02,54.39,5.62,59.9,64.0
1761948422.93,50.58,93.84,54.48,5.51,59.4,64.4
1761948423.46,47.31,94.44,54.54,9.72,58.6,64.7
1761948423.99,44.21,94.83,54.58,17.52,57.5,64.9
1761948424.51,41.49,94.99,54.60,27.51,56.0,65.0
1761948425.01,39.43,94.94,54.59,37.41,54.3,65.0
1761948425.54,37.96,94.67,54.57,46.58,52.4,64.8
1761948426.07,37.31,94.18,54.51,52.80,50.2,64.6
1761948426.60,37.52,93.48,54.44,55.00,47.9,64.2
1761948427.13,38.58,92.56,54.34,52.78,45.6,63.8
1761948427.66,40.43,91.45,54.23,46.50,43.2,63.2
1761948428.19,42.91,90.16,54.09,37.34,40.8,62.6
1761948428.72,45.87,88.69,53.94,26.86,38.6,61.8
1761948429.25,49.10,87.07,53.77,16.94,36.5,61.0
1761948429.78,52.38,85.31,53.58,9.31,34.7,60.2
1761948430.31,55.46,83.45,53.39,5.38,33.1,59.2
1761948430.84,58.14,81.48,53.18,5.78,31.8,58.2
1761948431.37,60.23,79.45,52.97,10.46,30.8,57.2
1761948431.90,61.60,77.36,52.75,18.59,30.2,56.2
1761948432.43,62.13,75.25,52.53,28.74,30.0,55.1
1761948432.96,61.80,73.12,52.30,39.18,30.1,54.1
1761948433.49,60.62,71.03,52.08,47.91,30.7,53.0
1761948434.02,58.67,68.97,51.87,53.51,31.6,52.0
1761948434.55,56.10,66.98,51.66,54.92,32.8,51.0
1761948435.09,53.07,65.08,51.46,51.88,34.3,50.0
1761948435.62,49.81,63.30,51.27,44.96,36.1,49.1
1761948436.15,46.56,61.65,51.10,35.40,38.1,48.3
1761948436.67,43.53,60.15,50.94,24.91,40.3,47.6
1761948437.20,40.92,58.82,50.80,15.31,42.7,46.9
1761948437.74,38.92,57.66,50.68,8.28,45.0,46.3
1761948438.27,37.68,56.70,50.58,5.11,47.4,45.9
1761948438.80,37.28,55.95,50.50,6.36,49.7,45.5
1761948439.33,37.75,55.42,50.44,11.78,51.9,45.2
1761948439.86,39.05,55.10,50.41,20.45,53.9,45.0
1761948440.39,41.11,55.00,50.40,30.86,55.7,45.0
1761948440.89,43.59,55.12,50.41,40.50,57.2,45.1
1761948441.42,46.65,55.46,50.45,48.91,58.4,45.2
1761948441.92,49.72,55.98,50.50,53.79,59.3,45.5
1761948442.45,52.96,56.74,50.58,54.85,59.8,45.9
1761948442.98,56.00,57.71,50.68,51.50,60.0,46.4
1761948443.51,58.58,58.87,50.81,44.37,59.8,46.9
1761948444.04,60.55,60.21,50.95,34.70,59.2,47.6
1761948444.57,61.76,61.71,51.10,24.20,58.3,48.4
1761948445.10,62.13,63.37,51.28,14.70,57.0,49.2
1761948445.63,61.64,65.16,51.47,7.90,55.5,50.1
1761948446.16,60.31,67.05,51.67,5.05,53.6,51.0
1761948446.66,58.37,68.93,51.86,6.41,51.7,52.0
1761948447.20,55.73,70.98,52.08,11.91,49.5,53.0
1761948447.72,52.65,73.09,52.30,20.68,47.1,54.0
1761948448.25,49.38,75.21,52.52,31.06,44.8,55.1
1761948448.78,46.13,77.33,52.74,41.25,42.4,56.2
1761948449.31,43.16,79.41,52.96,49.41,40.1,57.2
1761948449.84,40.62,81.45,53.18,54.17,37.9,58.2
1761948450.37,38.73,83.40,53.38,54.67,35.9,59.2
1761948450.90,37.59,85.28,53.58,50.80,34.1,60.1
1761948451.43,37.29,87.03,53.76,43.28,32.6,61.0
1761948451.96,37.86,88.65,53.93,33.42,31.5,61.8
1761948452.49,39.26,90.12,54.09,22.91,30.6,62.6
1761948452.99,41.26,91.35,54.22,14.13,30.1,63.2
1761948453.51,43.92,92.47,54.33,7.62,30.0,63.7
1761948454.04,47.00,93.40,54.43,5.02,30.2,64.2
1761948454.57,50.25,94.13,54.51,6.82,30.9,64.6
1761948455.10,53.49,94.64,54.56,12.75,31.8,64.8
1761948455.63,56.46,94.93,54.59,21.72,33.1,65.0
1761948456.16,58.96,95.00,54.60,32.19,34.7,65.0
1761948456.69,60.82,94.84,54.58,42.26,36.6,64.9
1761948457.22,61.89,94.46,54.54,50.11,38.7,64.7
1761948457.75,62.11,93.86,54.48,54.44,40.9,64.4
1761948458.28,61.47,93.05,54.39,54.44,43.3,64.0
1761948458.81,60.01,92.03,54.29,50.11,45.6,63.5
1761948459.34,57.82,90.82,54.16,42.20,48.0,62.9
1761948459.87,55.08,89.45,54.02,32.17,50.3,62.2
1761948460.40,51.96,87.90,53.85,21.74,52.4,61.5
1761948460.93,48.68,86.21,53.68,12.76,54.4,60.6
1761948461.44,45.65,84.51,53.50,7.08,56.0,59.8
1761948461.96,42.72,82.59,53.30,5.00,57.5,58.8
1761948462.47,40.37,80.69,53.10,7.15,58.6,57.8
1761948463.00,38.55,78.62,52.88,13.35,59.4,56.8
1761948463.53,37.51,76.53,52.66,22.48,59.9,55.8
1761948464.06,37.32,74.41,52.44,32.93,60.0,54.7
1761948464.59,37.99,72.30,52.22,42.88,59.7,53.7
1761948465.12,39.48,70.22,52.00,50.56,59.0,52.6
1761948465.65,41.68,68.19,51.79,54.59,58.0,51.6
1761948466.15,44.27,66.35,51.59,54.41,56.8,50.7
1761948466.68,47.38,64.50,51.40,50.04,55.1,49.7
1761948467.21,50.67,62.75,51.21,42.08,53.2,48.9
1761948467.71,53.71,61.23,51.05,32.61,51.3,48.1
1761948468.24,56.65,59.77,50.90,22.15,49.0,47.4
1761948468.77,59.11,58.48,50.77,13.05,46.7,46.7
1761948469.30,60.92,57.38,50.65,6.97,44.3,46.2
1761948469.83,61.93,56.48,50.55,5.01,41.9,45.7
1761948470.36,62.09,55.78,50.48,7.47,39.7,45.4
1761948470.89,61.39,55.30,50.43,13.92,37.5,45.2
1761948471.42,59.87,55.05,50.40,23.21,35.5,45.0
1761948471.95,57.64,55.01,50.40,33.73,33.8,45.0
1761948472.48,54.86,55.20,50.42,43.54,32.4,45.1
1761948472.98,51.90,55.59,50.46,50.67,31.3,45.3
1761948473.51,48.63,56.21,50.53,54.62,30.5,45.6
1761948474.04,45.43,57.03,50.61,54.23,30.1,46.0
1761948474.57,42.53,58.06,50.72,49.58,30.0,46.5
1761948475.10,40.12,59.28,50.85,41.43,30.3,47.1
1761948475.63,38.38,60.68,51.00,31.26,31.0,47.8
1761948476.16,37.44,62.23,51.16,20.92,32.1,48.6
1761948476.69,37.35,63.93,51.34,12.13,33.4,49.5
1761948477.22,38.12,65.76,51.53,6.52,35.1,50.4
1761948477.74,39.70,67.68,51.73,5.06,37.0,51.3
1761948478.27,41.98,69.69,51.94,8.02,39.1,52.3
1761948478.80,44.79,71.76,52.16,14.85,41.4,53.4
1761948479.33,47.95,73.86,52.38,24.36,43.7,54.4
1761948479.86,51.25,75.99,52.60,34.94,46.1,55.5
1761948480.39,54.41,78.09,52.82,44.55,48.5,56.5
1761948480.92,57.26,80.17,53.04,51.62,50.7,57.6
1761948481.45,59.58,82.18,53.25,54.87,52.8,58.6
1761948481.98,61.21,84.11,53.46,53.72,54.8,59.6
1761948482.51,62.04,85.94,53.65,48.39,56.4,60.5
1761948483.04,62.01,87.66,53.83,39.75,57.8,61.3
1761948483.57,61.12,89.23,53.99,29.41,58.9,62.1
1761948484.10,59.44,90.63,54.14,19.22,59.6,62.8
1761948484.60,57.24,91.79,54.26,11.32,60.0,63.4
1761948485.10,54.57,92.79,54.37,6.33,60.0,63.9
1761948485.63,51.41,93.65,54.46,5.11,59.6,64.3
1761948486.16,48.13,94.31,54.53,8.29,58.9,64.7
1761948486.66,45.13,94.73,54.57,14.82,57.9,64.9
1761948487.19,42.24,94.97,54.60,24.43,56.5,65.0
1761948487.72,39.89,94.97,54.60,34.98,54.8,65.0
1761948488.26,38.23,94.75,54.57,44.67,52.8,64.9
1761948488.78,37.38,94.31,54.53,51.70,50.7,64.7
1761948489.31,37.40,93.66,54.46,54.88,48.5,64.3
1761948489.84,38.27,92.79,54.37,53.66,46.1,63.9
1761948490.37,39.94,91.72,54.26,48.27,43.7,63.4
1761948490.90,42.29,90.47,54.12,39.61,41.4,62.7
1761948491.43,45.16,89.04,53.97,29.29,39.1,62.0
1761948491.96,48.35,87.45,53.81,19.06,37.0,61.2
1761948492.49,51.62,85.74,53.63,10.81,35.1,60.4
1761948493.03,54.78,83.88,53.43,5.90,33.4,59.4
1761948493.56,57.59,81.93,53.23,5.30,32.1,58.5
1761948494.09,59.83,79.90,53.01,9.09,31.0,57.5
1761948494.62,61.37,77.82,52.80,16.60,30.3,56.4
1761948495.15,62.09,75.71,52.57,26.44,30.0,55.4
1761948495.68,61.95,73.59,52.35,36.95,30.1,54.3
1761948496.20,60.95,71.50,52.13,46.19,30.5,53.2
1761948496.73,59.18,69.44,51.92,52.57,31.3,52.2
1761948497.26,56.75,67.45,51.71,54.99,32.5,51.2
1761948497.79,53.82,65.52,51.51,52.99,33.9,50.3
1761948498.32,50.61,63.72,51.32,46.94,35.7,49.4
1761948498.82,47.52,62.13,51.15,38.45,37.5,48.6
1761948499.35,44.39,60.58,50.99,28.03,39.7,47.8
1761948499.88,41.63,59.19,50.84,17.91,42.0,47.1
1761948500.41,39.44,57.98,50.71,9.98,44.3,46.5
1761948500.94,37.97,56.97,50.61,5.60,46.7,46.0
1761948501.47,37.31,56.16,50.52,5.52,49.0,45.6
1761948502.00,37.52,55.55,50.46,9.77,51.3,45.3
1761948502.53,38.58,55.17,50.42,17.61,53.4,45.1
1761948503.03,40.30,55.01,50.40,27.05,55.1,45.0
1761948503.56,42.75,55.06,50.41,37.53,56.8,45.0
1761948504.09,45.69,55.33,50.43,46.67,58.1,45.2
