Timestamp,Speed,SOC,Pack_Voltage,Pack_Current,Motor_Temp,Controller_Temp
1761958110.03,59.07,69.33,51.90,52.81,31.4,52.2
1761958110.54,56.73,67.43,51.70,55.00,32.5,51.2
1761958111.07,53.81,65.52,51.50,52.98,33.9,50.3
1761958111.60,50.59,63.71,51.31,46.89,35.7,49.4
1761958112.12,47.33,62.03,51.14,37.87,37.6,48.5
1761958112.65,44.22,60.49,50.98,27.40,39.8,47.7
1761958113.19,41.48,59.11,50.83,17.36,42.1,47.1
1761958113.72,39.33,57.92,50.71,9.62,44.5,46.5
1761958114.24,37.90,56.92,50.60,5.47,46.8,46.0
1761958114.77,37.30,56.11,50.52,5.66,49.2,45.6
1761958115.30,37.56,55.52,50.45,10.15,51.4,45.3
1761958115.84,38.67,55.15,50.42,18.19,53.5,45.1
1761958116.36,40.54,55.00,50.40,28.24,55.3,45.0
1761958116.89,43.06,55.08,50.41,38.64,56.9,45.0
1761958117.42,46.05,55.38,50.44,47.56,58.2,45.2
1761958117.95,49.29,55.90,50.49,53.33,59.2,45.4
1761958118.48,52.56,56.63,50.57,54.96,59.8,45.8
1761958119.02,55.63,57.57,50.67,52.17,60.0,46.3
1761958119.54,58.28,58.71,50.79,45.47,59.8,46.9
1761958120.07,60.34,60.02,50.93,36.02,59.3,47.5
1761958120.61,61.66,61.52,51.08,25.44,58.4,48.3
1761958121.13,62.14,63.15,51.26,15.78,57.2,49.1
1761958121.67,61.75,64.93,51.44,8.55,55.7,50.0
1761958122.20,60.51,66.82,51.64,5.17,53.9,50.9
1761958122.73,58.53,68.79,51.85,6.18,51.8,51.9
1761958123.26,55.93,70.84,52.06,11.41,49.6,52.9
1761958123.79,52.89,72.93,52.28,19.94,47.3,54.0
1761958124.32,49.62,75.05,52.51,30.27,44.9,55.0
1761958124.85,46.37,77.17,52.73,40.55,42.6,56.1
1761958125.38,43.37,79.25,52.95,48.89,40.3,57.1
1761958125.91,40.77,81.31,53.16,53.98,38.1,58.2
1761958126.44,38.83,83.28,53.37,54.77,36.0,59.1
1761958126.97,37.64,85.15,53.57,51.19,34.3,60.1
1761958127.50,37.29,86.92,53.75,43.88,32.7,61.0
1761958128.03,37.80,88.55,53.92,34.09,31.5,61.8
1761958128.56,39.14,90.03,54.08,23.61,30.7,62.5
1761958129.09,41.23,91.34,54.22,14.23,30.1,63.2
1761958129.61,43.90,92.47,54.33,7.65,30.0,63.7
1761958130.14,46.97,93.40,54.43,5.02,30.2,64.2
1761958130.67,50.25,94.13,54.51,6.82,30.9,64.6
1761958131.20,53.47,94.64,54.56,12.70,31.8,64.8
1761958131.73,56.44,94.93,54.59,21.65,33.1,65.0
1761958132.26,58.94,95.00,54.60,32.04,34.7,65.0
1761958132.79,60.79,94.84,54.58,42.11,36.6,64.9
1761958133.32,61.88,94.46,54.54,50.06,38.7,64.7
1761958133.85,62.11,93.86,54.48,54.43,40.9,64.4
1761958134.38,61.48,93.05,54.40,54.46,43.2,64.0
1761958134.92,60.02,92.04,54.29,50.14,45.6,63.5
1761958135.44,57.84,90.84,54.16,42.28,48.0,62.9
1761958135.97,55.10,89.45,54.02,32.23,50.3,62.2
1761958136.50,51.98,87.91,53.86,21.81,52.4,61.5
1761958137.04,48.69,86.22,53.68,12.79,54.4,60.6
1761958137.56,45.49,84.41,53.49,6.86,56.1,59.7
1761958138.09,42.58,82.49,53.29,5.01,57.6,58.7
